county_fips,year,state,county_name,dem_votes,rep_votes,seat_status,total_votes,two_party_total,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct
01069,2010,AL,HOUSTON,15724,17057,Republican Open Seat,32850,32781,0.47966810042402613,0.5203318995759739,REPUBLICAN,0.5203318995759739
01069,2014,AL,HOUSTON,6257,17302,Republican Incumbent,23590,23559,0.26558852243304043,0.7344114775669596,REPUBLICAN,0.7344114775669596
01069,2018,AL,HOUSTON,9062,23112,Republican Open Seat,32227,32174,0.2816559955243364,0.7183440044756636,REPUBLICAN,0.7183440044756636
01071,2002,AL,JACKSON,7007,5216,Democratic Incumbent,12475,12223,0.5732635195942076,0.4267364804057924,DEMOCRAT,0.5732635195942076
01071,2006,AL,JACKSON,6077,6515,Republican Incumbent,12697,12592,0.4826080050825921,0.5173919949174078,REPUBLICAN,0.5173919949174078
01071,2010,AL,JACKSON,6794,8606,Republican Open Seat,15438,15400,0.44116883116883115,0.5588311688311688,REPUBLICAN,0.5588311688311688
01071,2014,AL,JACKSON,3234,8258,Republican Incumbent,11526,11492,0.28141315697876784,0.7185868430212322,REPUBLICAN,0.7185868430212322
01071,2018,AL,JACKSON,3569,12074,Republican Open Seat,15682,15643,0.22815316755098128,0.7718468324490187,REPUBLICAN,0.7718468324490187
01073,2002,AL,JEFFERSON,119918,92079,Democratic Incumbent,215449,211997,0.5656589480039812,0.4343410519960188,DEMOCRAT,0.5656589480039812
01073,2006,AL,JEFFERSON,84137,93132,Republican Incumbent,179391,177269,0.474628953736976,0.525371046263024,REPUBLICAN,0.525371046263024
01073,2010,AL,JEFFERSON,106959,103802,Republican Open Seat,212445,210761,0.5074895260508349,0.4925104739491652,REPUBLICAN,0.4925104739491652
01073,2014,AL,JEFFERSON,82865,83147,Republican Incumbent,166271,166012,0.4991506638074356,0.5008493361925644,REPUBLICAN,0.5008493361925644
01073,2018,AL,JEFFERSON,152103,105661,Republican Open Seat,258068,257764,0.5900862804736116,0.4099137195263885,REPUBLICAN,0.4099137195263885
01075,2002,AL,LAMAR,2908,2826,Democratic Incumbent,5805,5734,0.507150331356819,0.492849668643181,DEMOCRAT,0.507150331356819
01075,2006,AL,LAMAR,2429,2336,Republican Incumbent,4815,4765,0.5097586568730326,0.4902413431269675,REPUBLICAN,0.4902413431269675
