STCOFIPS10,state,YEAR,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PARTISAN_INDEX_DEM,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
15003,HI,2022,0.350358873606,0.492835342884,0.6818789839745,0.7719466589419094,0.04630629869463672,"Honolulu County, Hawaii",0.185574475863718,0.0222912343642971,0.409442990323792,0.002244791781752,65.1,0.6,466840,2.2,103773.180731124,59.7,939631.875640588,49,0.8,132373,0.376898907785148,39.7,995638,26.7,1657.6664656168,5.008120793787747
15009,HI,2010,0.389284402132,0.4966147542,0.6968713998795,0.852651005314499,0.0152080702679451,"Maui County, Hawaii",0.348018302506928,0.00356383321518335,0.251627247534962,0.00315782689952955,69.7,2.9,73905,9.3,87409.6584135718,40.6,44426.5497478221,66.5,2.9,2.94,0.24938610496438,39.2,155170,19.9,133.591012867814,4.089718048024787
15009,HI,2012,0.44991722703,0.568428754807,0.7686596512794,0.8340612495750189,0.02348510604911473,"Maui County, Hawaii",0.350340651978815,0.00331803875469265,0.269159303780668,0.00111865306586781,68.6,2.4,79258,5.5,83839.7277874564,42.9,40748.0226480836,66.9,1.8,2.98,0.239206650402096,40.1,158226,20.9,136.222024888979,4.301599496221662
15009,HI,2014,0.397881090641,0.526813030243,0.7686596512794,0.8502855845973446,0.02676803974228039,"Maui County, Hawaii",0.351612428394441,0.0103590397801847,0.280196999619739,0.00137997865633012,67.1,3.5,81212,4.6,89039.2416561048,43,41097.5897760879,68.4,1.8,2.95,0.252343205574913,41.2,163046,22.7,140.371723168433,4.118758017492711
15009,HI,2016,0.458136230707,0.564059972763,0.7528402805328,0.8901940144972609,0.0245927130929882,"Maui County, Hawaii",0.367108278560156,0.00255171454658693,0.305546653444512,9.4933455880129e-4,67.3,1.4,85569,2.5,94686.7770833333,59.2,787298.333333333,67.9,3,3.04,0.247159285959492,41.1,165379,21.1,142.380280447679,4.127223080417991
15009,HI,2018,0.391137808561,0.523671150208,0.7683681249619,0.8509837549425945,0.03314515744843028,"Maui County, Hawaii",0.343754858926671,0.00714635984164384,0.301600306187133,0.00177612457988972,66,1.1,84943,2.3,103812.55475906,63.9,788441.855834329,72.8,2.7,3.11,0.294602579446448,41.1,167218,23.1,143.963536699943,4.505349902912621
15009,HI,2022,0.410999745131,0.467889815569,0.7399966716766,0.8306955025804866,0.00630376013762595,"Maui County, Hawaii",0.303829890791835,0.00872448513978037,0.257646092537949,0.00521400541477808,64.5,2.2,83397,2.2,101817.628971643,64.5,991421.762897164,48.8,2.4,24310,0.290152755958151,43.2,164365,23.1,141.507294129138,5.008120793787747
16001,ID,2010,0.436737030745,0.567313790321,0.3250873684883,0.8620434862923644,0.00486259765943343,"Ada County, Idaho",0.925487445715839,0.0108021985561493,0.0264909244760896,0.00499579448633017,68,1.4,185843,5.8,72982.4575882623,32.9,144563.292067859,66.2,2.6,2.57,0.34624901165558,35,393531,19.8,373.872490657489,3.4641285824941903
16001,ID,2012,0.657884836197,0.731865406036,0.4494844377041,0.8789746600136973,0.00494338281865509,"Ada County, Idaho",0.918352030626239,0.0107392296014531,0.0250965014997763,0.00614089341198501,67.3,1,196487,4.8,73843.1206445993,35,137703.331881533,68.3,3.4,2.6,0.352528021601972,35.4,409061,20.1,388.626702599904,3.5565434508816116
16001,ID,2014,0.414428025484,0.578187048435,0.4534102976322,0.884913755105639,0.00417756359397804,"Ada County, Idaho",0.911945494984,0.014287859307989,0.0306473409097308,0.00705008492947569,65.2,1.8,206406,2.8,76686.4469792987,32.7,142953.33755809,66.7,3,2.62,0.36083311370549,36.4,426236,20.4,404.943739954121,3.4989271137026243
16001,ID,2016,0.641927301884,0.750199615955,0.4437867701054,0.88915011167274,0.00263583835936016,"Ada County, Idaho",0.907264857171169,0.0147175403352942,0.0265253542569388,0.00456277532047529,66.5,1.1,222332,2.4,80329.8520833333,68.3,304671.875,63.7,2.4,2.61,0.380968052845624,36.6,444028,21.2,421.846955593494,3.2012985006815087
16001,ID,2018,0.499709576368,0.70115506649,NA,0.8862737883351588,0.00354685788608981,"Ada County, Idaho",0.900475779098914,0.015626662354298,0.0309277692428814,0.00432158922134793,65.9,1.5,234955,2.3,83171.5352449223,69.5,371738.74950219,65.3,1.7,2.58,0.395557065687598,37.4,469966,20.2,446.489244670273,3.546827184466019
16001,ID,2022,0.485157698393,0.613514840603,0.4724342823029,0.7578238134308325,0.0059248112340773,"Ada County, Idaho",0.83249021500962594,0.0114548464368374,0.0272977624121471,0.00726912529605498,65.2,0.8,267018,1.4,94311.3187564059,71.7,590748.548001367,53.1,1.4,58516,0.460653293272721,39.1,518907,21.2,492.985438274508,3.7544624676445215
16005,ID,2016,0.576641261578,0.718587398529,0.3922701776028,0.8926303854875284,0.00762471655328798,"Bannock County, Idaho",0.884245706768432,0.00331843985920334,0.0175403249700748,0.0395249890372969,59.7,1.8,35939,3.7,63462.16875,71.1,191451.875,64.7,1.7,2.73,0.27608271410343,34,84377,17.1,75.879392871068,3.2012985006815087
16019,ID,2014,0.375312209129,0.550702750683,0.2687015533447,0.8776490102359283,0.02765228398699229,"Bonneville County, Idaho",0.876471833773694,0.00490687975843053,0.00977693490328936,0.00427165517431851,62.2,2.4,46484,2.5,65937.3764258555,28.5,34614.9302915082,72.6,0.9,2.93,0.279740907432186,32.8,108623,18.6,58.2093932951401,3.4989271137026243
16019,ID,2018,0.411477148533,0.635763823986,NA,0.8783439224209998,0.0359053669954857,"Bonneville County, Idaho",0.891933523884505,0.00331182501240865,0.0107484553374296,0.0045698050558817,61.9,3.1,49000,3.7,73557.4293110315,68.1,249120.071684588,71.3,2.4,2.88,0.303593243186318,33.4,116854,20,62.6202594672427,3.546827184466019
16019,ID,2022,0.414619415998,0.612327456474,0.2586804926395,0.8433903660747949,0.02317815400635559,"Bonneville County, Idaho",0.836960214987336,0.00620868598257861,0.00930530672762093,0.00606968555013282,63.2,2.3,56929,3.3,79676.9149299624,73.3,395730.61154766,62.3,0.7,12291,0.338019114028906,33.6,129496,21.2,69.3949126257557,3.7544624676445215
16027,ID,2010,0.375375121832,0.574157178402,0.2223975360394,0.9061206407221276,0.00779443729146765,"Canyon County, Idaho",0.905357180564647,0.00311463986316701,0.0080241569356167,0.0177059357645121,63.2,5.1,73768,8.9,61619.5048143054,30,62255.4264099037,74.3,2.8,3.03,0.170520614861815,31.8,189428,24.6,322.501602355229,3.4641285824941903
16027,ID,2012,0.562179088593,0.720609903336,0.3157400786877,0.8902822476232752,0.00506787999852032,"Canyon County, Idaho",0.904666611652088,0.00474500742696815,0.00963442812345272,0.00604988446938439,65,5,82694,6.2,56920.9385888502,31.8,59567.3410278746,73.4,2.4,2.99,0.195448654547935,32.6,193888,22.6,330.094762534845,3.5565434508816116
16027,ID,2014,0.331669002771,0.553121626377,0.3026082515717,0.8726113882262223,0.00340972071616183,"Canyon County, Idaho",0.902413570735886,0.00300281082784049,0.00787130248150318,0.0124001319267708,61.8,5.1,84194,4.4,57465.6738487537,34.2,58413.0270384453,72.2,2.8,3,0.166541623173278,32.5,203143,24,345.851421158689,3.4989271137026243
16027,ID,2022,0.344627827406,0.523473918438,0.2823350727558,0.8372569089048106,0.00266791952615064,"Canyon County, Idaho",0.724338318762074,0.00721725449584769,0.00647641049130703,0.0173939019775755,64.8,3.2,120837,1.6,76092.4530235736,76.2,427320.293816194,57,2,24144,0.224180858480231,35,251065,25.7,427.438735537067,3.7544624676445215
16055,ID,2012,0.588713645935,0.759208798409,0.3088500499725,0.8848670856270603,0.00584595898085448,"Kootenai County, Idaho",0.940881024466658,0.00145409077179204,0.0111410046573052,0.0143301699249071,62.6,1.4,63036,6.5,64201.2848432056,31.1,52743.1293554007,68.7,1.5,2.52,0.236489955883432,39.5,142357,21.1,114.422941311236,3.5565434508816116
16055,ID,2022,0.470308035612,0.612721323967,0.2585570514202,0.795940411893881,0.00118701406611668,"Kootenai County, Idaho",0.869330747693079,0.00204817570732876,0.00728845504363268,0.00820359738094979,59.5,0.9,85318,1.6,80938.3532627263,70.9,588599.590023915,54.9,1.6,26325,0.295929949732447,41.1,183578,23.6,147.555334265502,3.7544624676445215
16083,ID,2012,0.554578781128,0.723818659782,0.2939209640026,0.895047101658672,0.00838004970236375,"Twin Falls County, Idaho",0.915948851708124,0.0018830714422037,0.0131433297283542,0.00893186589477702,62,7.4,35135,3,55811.4220383275,31.3,26111.9925958188,72.4,1.8,2.78,0.152124331415885,35.4,78595,17.6,40.9089320190241,3.5565434508816116
17019,IL,2010,0.372834473848,0.409383654594,0.5496403574944,0.7822807574315033,0.04532952501851264,"Champaign County, Illinois",0.75271690540997,0.126358452704985,0.0932390280730336,0.00210597421174975,63.1,0.7,96700,5,65256.2265016048,46.2,60953.3012379642,52.1,1.9,2.3,0.409457757596183,28.8,201332,17.1,202.084272691929,3.2989612703330757
17019,IL,2012,0.536507308483,0.574912965298,0.5627620816231,0.7831320569464899,0.0523907707412862,"Champaign County, Illinois",0.743855644542396,0.122262342824534,0.0969076526495996,0.00160373088805368,65.6,2,103196,4.3,63523.2469512195,45,60297.4303135888,55.7,1.3,2.34,0.430919510289138,29.2,203276,18.1,204.035536406158,3.4828696473551632
17019,IL,2016,0.550748884678,0.6254093647,0.4477008581161,0.7728149407069338,0.07779708595107605,"Champaign County, Illinois",0.72478996636583,0.132838176941642,0.105115176639366,0.00158814695397253,63.7,1.3,106361,2.3,65959.8229166667,53.6,211632.291666667,52.9,2.8,2.35,0.458497071407801,29.9,208419,18,209.197753115149,2.992108132666969
17031,IL,2010,0.210542500019,0.437245756388,0.7381626963615,0.719204960466156,0.17292304236740882,"Cook County, Illinois",0.56422422826599,0.24728636114556,0.0629198511810342,0.00261759870792836,66.3,0.1,2367822,8.7,74213.9248051353,41.3,1625611.71022467,61.7,2,2.66,0.338966179477865,35.3,5200950,31.4,5502.15889919452,3.2989612703330757
17031,IL,2012,0.296164602041,0.713944911957,0.7599122524261,0.7165551772784109,0.17522967009858384,"Cook County, Illinois",0.571364070199075,0.242193460159718,0.0652559921901627,0.00245194788114963,66.6,0.2,2433663,8,71466.5635888502,42.9,1513744.93466899,61,2.1,2.66,0.348996906453573,35.6,5231351,31.6,5534.32054902665,3.4828696473551632
17031,IL,2014,0,0,0.7163770198822,0.7011216412615863,0.18722462809944437,"Cook County, Illinois",0.564859783442385,0.238620699382593,0.0700968425161671,0.00263339671580206,65.9,0.2,2491079,6.4,73169.4148711449,43.8,1447453.36501901,61,2.1,2.66,0.362388146785079,36.1,5246456,32.8,5550.30034313587,3.3412186588921284
17031,IL,2016,0.299603909254,0.645203948021,0.7130988240242,0.6951808561925756,0.18858500434770625,"Cook County, Illinois",0.561056896522897,0.235180788926836,0.0713925379826152,0.00278812391431227,66.1,0.2,2553709,4.8,78685.2791666667,56,307161.666666667,59.9,2.1,2.6,0.37722487012854,36.5,5203499,33.2,5504.85552251027,2.992108132666969
17031,IL,2018,0.22091139853,0.531451642513,NA,0.6929808061987993,0.19064975009611687,"Cook County, Illinois",0.572153461070211,0.232528641579093,0.0751916854245339,0.0028190367210225,66.3,0.2,2585305,4.4,79348.9386698527,57.2,320511.947431302,59.6,1.8,2.57,0.39274142130545,37,5180493,33.6,5480.51714824502,3.1833506796116504
17031,IL,2022,0.181280106306,0.38947224617,0.7574765086174,0.6296943391918582,0.1136383894712315,"Cook County, Illinois",0.435928891909094,0.221585495602913,0.0806448329827303,0.0102155053968338,66.4,0.2,2605987,3.8,82339.4738640246,57.4,323847.967201913,38.1,1.1,618633,0.424411105074735,38.1,5109292,31.6,5405.19259873357,3.42883692838654
17037,IL,2016,0.706374168396,0.534240424633,0.504088640213,0.8788889907415895,0.00940507837565313,"DeKalb County, Illinois",0.829643731823052,0.0707561610286239,0.0233334608908618,0.00111931731210776,70.6,1.8,55997,4,77688.0520833333,58.1,220674.166666667,63.7,5.3,2.72,0.318113784766197,30.9,104528,25.8,165.572107330608,2.992108132666969
17043,IL,2010,0.466914266348,0.479069113731,0.5030140280724,0.8554899053669396,0.06648071482936573,"DuPage County, Illinois",0.80519915886996,0.0455383537012769,0.100894244876813,0.00235098458363628,71.6,0.4,465365,6.8,104503.115543329,25.2,359679.273269143,70.7,1.8,2.72,0.458683774726493,38,918764,29.2,2804.6556851680202,3.2989612703330757
17043,IL,2012,0.648422002792,0.626512825489,0.5301252007484,0.8660579625694111,0.05570885034619867,"DuPage County, Illinois",0.803311899843425,0.0473842844781231,0.103038081352433,0.00146661537284466,70.7,0.2,475271,5.9,107209.433797909,26.4,336879.359756098,71.3,1.5,2.74,0.464108403298315,38.9,927987,28.9,2832.8101833681,3.4828696473551632
17043,IL,2014,0,0,0.5112389922142,0.8521831983591652,0.06771192354048168,"DuPage County, Illinois",0.793495927986036,0.0463607045291774,0.112722309661759,0.00121045386122988,69.1,0.2,481165,4,106314.818335446,27.3,326951.117448247,71,1.5,2.72,0.47968511170773,39,932708,29.1,2847.22169654197,3.3412186588921284
17043,IL,2016,0.665772378445,0.628423511982,0.5093788504601,0.8250597875418099,0.0714487029108347,"DuPage County, Illinois",0.768353332587307,0.0494077695810486,0.115422523693521,0.00114056003649792,69.1,0.3,490593,2.9,111264.858333333,71.6,393125,68.3,1.5,2.68,0.486037950484256,39,929368,29.2,2837.02587913025,2.992108132666969
17043,IL,2018,0.703240036964,0.749911129475,NA,0.8358196150365742,0.0688137954419644,"DuPage County, Illinois",0.759901312636699,0.0453559109573773,0.121884924331432,0.00415253680584198,69.6,0.2,498676,2.5,117420.848267622,73,398041.019514138,70.6,1.3,2.65,0.506316672283925,39.5,928589,29.7,2834.64787261417,3.1833506796116504
17043,IL,2022,0.476267874241,0.499776512384,0.5830370187759,0.7343228037273632,0.03718363041166769,"DuPage County, Illinois",0.648292270287468,0.0488608438909286,0.129081193309596,0.0035682445778645,67.8,0.3,485603,2.8,109760.177656303,74.9,392077.382985992,56.2,0.6,115065,0.526702532680375,40.2,920901,27.3,2811.17917672755,3.42883692838654
17089,IL,2010,0.352399498224,0.460185259581,0.5028092265129,0.8980834829061647,0.03045331201034392,"Kane County, Illinois",0.753292842774139,0.0577096954689167,0.0331927070526758,0.0010977756007272,70.3,0.7,239955,7.8,94756.643741403,23.3,187885.270518111,76,2.1,3.01,0.31490167138574,34.6,516499,29.5,993.180443973789,3.2989612703330757
17089,IL,2012,0.491530507803,0.716904759407,0.5326720476151,0.9025877002142734,0.02377531668951702,"Kane County, Illinois",0.734716844629627,0.0543113991352895,0.0353807845936837,0.00461829672317206,70.1,0.5,248321,6.8,88539.4207317073,24.5,176672.018728223,75.5,2.7,3.03,0.316233923804902,35.4,522487,29,1004.69482153989,3.4828696473551632
17089,IL,2014,0,0,0.5003883242607,0.8927190206171486,0.03081840284417525,"Kane County, Illinois",0.720395747440765,0.056085081527614,0.0362484022559956,0.00394837153379632,69.3,0.5,261078,4.4,96384.2184199409,27.3,166546.816645543,74.5,2.3,3.03,0.32622917350897,36.5,527306,28.3,1013.96131878289,3.3412186588921284
17089,IL,2016,0.501020371914,0.67908000946,0.4939731061459,0.8985928970320638,0.01900843948045429,"Kane County, Illinois",0.703895884073235,0.0562876729074786,0.0400966683279576,0.00452309978089766,68.5,0.5,262109,4.2,96115.13125,71.6,304933.958333333,74.1,2.5,3,0.336607801776988,37.2,531715,29.7,1022.43942344036,2.992108132666969
17089,IL,2018,0.44611287117,0.543660402298,NA,0.8876612373985489,0.02381437909466058,"Kane County, Illinois",0.755112164367971,0.0549403237641703,0.0407307156655735,0.00288085718136484,68.9,0.3,275153,2.8,99971.1708482676,75.3,308112.305854241,74.4,2.6,2.88,0.332429420505201,37.7,534216,29.2,1027.24861821204,3.1833506796116504
17089,IL,2022,0.409186542034,0.479522794485,0.5668858289719,0.821564377376604,0.01451650403882067,"Kane County, Illinois",0.573151141035664,0.0456919923295642,0.0424616186486497,0.0127581284447919,69.8,0.5,271998,3.4,100295.092244619,75.4,330509.736932012,54.5,1,56198,0.359143370914468,39.3,514182,28.3,988.72506441122,3.42883692838654
17091,IL,2012,0.5615426898,0.620958566666,0.5031425952911,0.913556786479602,0.01811345166376905,"Kankakee County, Illinois",0.811234961075725,0.146735668789809,0.0119869072894551,0.0017515923566879,63.4,1.8,50848,6.2,70821.400261324,30.7,39157.7155923345,67.3,2.8,2.61,0.162591587516961,37,113040,24.2,167.077835384436,3.4828696473551632
17091,IL,2016,0.574833452702,0.617599129677,0.4654580056667,0.8836138066576588,0.02786307988371617,"Kankakee County, Illinois",0.790106174096429,0.157315831575885,0.00929932368555014,0.00358155770489419,60.4,1.9,50444,2.5,71956.2895833333,68.4,183458.333333333,67.7,1.9,2.66,0.191243316431562,38.2,110008,24.5,162.596412906679,2.992108132666969
17097,IL,2010,0.076970204711,0.43933224678,0.5452871322632,0.8622168736055873,0.03956191192162188,"Lake County, Illinois",0.759191082549433,0.0676643069219808,0.0611485163128942,0.00390294580156572,70.6,0.3,332107,8.1,107724.541494727,23.8,261626.219624026,75.3,2.2,2.91,0.415434836303597,36.8,704596,29.4,1588.36280204425,3.2989612703330757
17097,IL,2012,0.647068023682,0.711776912212,0.5707671642303,0.8545998582947353,0.0435011740456853,"Lake County, Illinois",0.814778100609582,0.0715988719876944,0.0638266962912323,0.00188286902523785,70.1,0.3,336123,6,101820.744773519,25.4,247182.480400697,73.4,2,2.83,0.425316685604676,37.4,702120,29.4,1582.7811832189,3.4828696473551632
17097,IL,2014,0,0,0.5515739321709,0.8448795785104541,0.04479473023407804,"Lake County, Illinois",0.818598213804585,0.0667086414080824,0.0694440899280473,0.00126207837364894,68.9,0.3,342902,4.2,103334.575411914,25.8,237145.223912125,73.8,2.3,2.85,0.440139969409201,38,705186,30.3,1589.69283237823,3.3412186588921284
17097,IL,2016,0.644153654575,0.639411270618,0.5410767793655,0.8504016903889791,0.03880869948206749,"Lake County, Illinois",0.754606733262499,0.0666185902222753,0.0747773619686877,0.00171539029396328,70.1,0.2,354666,3.8,108963.766666667,73,346081.041666667,72.3,1.8,2.81,0.444892582305995,38.5,703047,30.5,1584.87090884535,2.992108132666969
17097,IL,2018,0.48026829958,0.558849334717,NA,0.8464410351704134,0.05022038161711385,"Lake County, Illinois",0.741016391945573,0.0661499474909821,0.0809865987854436,0.0049098785443587,68.1,0.3,351948,3.1,109133.128235763,73.7,337295.300677021,72.5,2.2,2.76,0.459078324376404,38.5,700832,30.9,1579.87765937115,3.1833506796116504
17097,IL,2022,0.422834455967,0.445163071156,0.6054943203926,0.7586052870971081,0.02273135816188126,"Lake County, Illinois",0.610144539237115,0.0656222237890432,0.0863442149051682,0.0120341253613481,68.8,0.2,366256,2.2,108997.297574308,73.7,352214.212504271,57.7,0.8,80347,0.480738260990857,39.3,709150,28,1598.62883279167,3.42883692838654
17099,IL,2016,0.591760337353,0.609000623226,0.4662951231003,0.9272459261353312,7.875128728065747e-4,"LaSalle County, Illinois",0.945933732217422,0.0276658050288317,0.00584768894271615,9.2189222899079e-4,60.7,3.8,50172,4.9,75317.5083333333,72.1,160788.125,67.1,2.3,2.39,0.190434367048551,42.6,110642,24.4,97.4713442631234,2.992108132666969
17099,IL,2022,0.462738454342,0.563262820244,0.440710991621,0.9163807449715448,0.00384196577157767,"LaSalle County, Illinois",0.855335961065157,0.023890153407724,0.00933585003423454,0.00111030922111808,59,3.9,50103,2.3,68364.8001366587,74.7,168800.649128801,47.8,1.2,15673,0.192911000837791,42.5,108078,24.3,95.2125589312363,3.42883692838654
17111,IL,2010,0.452207952738,0.442839890718,0.4621219038963,0.8877735461451753,0.02744632459364099,"McHenry County, Illinois",0.890669875029108,0.010976998111206,0.0276009728582887,0.00332156071308443,73.3,0.9,152679,8.6,99306.1508482348,17.1,130309.131132508,75.3,3,2.82,0.311741954678435,38.3,309192,33.6,512.56312960984906,3.2989612703330757
17111,IL,2012,0.65612578392,0.680679023266,0.4911156594753,0.9004190109759793,0.02548324614918372,"McHenry County, Illinois",0.926138668483993,0.0132989339434357,0.0264063995846111,0.00119424297003034,71.9,0.9,154098,7.1,105038.342770035,19.9,119579.858449477,75,1.4,2.81,0.33083294574027,38.6,308145,32.9,510.827465049636,3.4828696473551632
17111,IL,2014,0,0,0.4600946605206,0.8809469596346755,0.03192162220282595,"McHenry County, Illinois",0.925065818805466,0.014504544670548,0.0249965015962484,5.40218625827e-4,70.7,0.9,160788,3.9,101814.558512886,21,114840.99704267,75.1,1.5,2.79,0.315614374487044,40.1,307283,34.9,509.398484294236,3.3412186588921284
17111,IL,2016,0.649604380131,0.622613132,0.4356777966022,0.9053162494909308,0.02147175840355878,"McHenry County, Illinois",0.926118226472619,0.0128239371473987,0.0276152753710049,8.2409349715313e-4,69.7,0.8,162313,2.8,106226.30625,77,283967.291666667,72.4,2.6,2.76,0.337353315150397,39.7,307004,32.4,508.935971961571,2.992108132666969
17111,IL,2018,0.187112540007,0.183404237032,NA,0.8865846989499039,0.0247992282499831,"McHenry County, Illinois",0.920199630553845,0.0189454580808244,0.0285024467705869,0.00111806073176265,70.5,1.3,166067,2.8,106806.003584229,80,292080.446037435,76.3,1.8,2.68,0.350858750159817,40.9,308570,33.3,511.532008925558,3.1833506796116504
17113,IL,2010,0.232328221202,0.426048219204,0.4630447626114,0.8826069340742027,0.01186548590611796,"McLean County, Illinois",0.840766168919874,0.0676079890715531,0.0447442178152527,0.00211385369070611,69.7,1,87438,4.9,85925.8413571756,31.4,60894.1792755617,63.1,2.2,2.62,0.404445097175307,32.7,169832,17.6,143.518031673431,3.2989612703330757
17113,IL,2012,0.320788681507,0.711255192757,0.475029528141,0.8910896600866206,0.01754678958326374,"McLean County, Illinois",0.845432752305826,0.0767873416105084,0.0454315914117053,4.4694423645091e-4,70,1.3,90881,4.2,85086.2216898955,34.1,59327.6306620209,62.7,1.7,2.49,0.436053769996806,32.7,172281,17.9,145.58758075469,3.4828696473551632
17113,IL,2014,0,0,0.4351012706757,0.8935067835408408,0.02071352799955335,"McLean County, Illinois",0.831955463889096,0.0870901580480406,0.0480176489851259,4.1939320123405e-4,68.2,0.8,90991,3.3,77144.8436839882,36.6,55931.0414026194,60.8,2.2,2.51,0.441975356106188,32.5,174061,18.2,147.091785476878,3.3412186588921284
17113,IL,2018,0.281271547079,0.616658270359,NA,0.8850494716451497,0.00803841737133312,"McLean County, Illinois",0.831861735366954,0.0841703890573287,0.0519938898789548,0.00167796884764043,63.8,1.2,86902,1.8,82984.9143767423,64.8,217557.347670251,60.1,0.8,2.49,0.455892958815715,33.4,172828,18.1,146.049827936171,3.1833506796116504
17113,IL,2022,0.485003143549,0.980000019073,0.5117999911308,0.7390100143061517,0.00610014306151645,"McLean County, Illinois",0.78523556599529,0.0768430709181318,0.0470080226246195,0.00513027269911944,66.8,1.8,89568,2.7,75937.7280491971,64.3,205118.038947728,44.2,0.4,17354,0.47510980966325,33.9,171141,19.6,144.624213685423,3.42883692838654
17119,IL,2010,0.405892670155,0.432031661272,0.5315626859665,0.9245020418368196,0.01454287857321443,"Madison County, Illinois",0.885724790267054,0.0807067972414408,0.00811450174731033,0.00200912835024938,62.4,0.8,123020,5.1,74841.1944062357,26.1,113701.627693718,66.4,2.1,2.45,0.233633999225278,38.4,269271,23.6,376.217354450734,3.2989612703330757
17119,IL,2012,0.604756116867,0.691516041756,0.5198614001274,0.9083424807903404,0.01759540259572544,"Madison County, Illinois",0.884307701496549,0.0712475222391865,0.0110122702821754,0.0019672767588835398,64.4,0.9,125746,5.8,70800.8536585366,27.2,107212.173344948,66,2.4,2.44,0.251354744911446,38.7,267883,25.1,374.278082535163,3.4828696473551632
17119,IL,2014,0,0,0.5032209157944,0.918502630513962,0.02631323350870093,"Madison County, Illinois",0.881276260504202,0.0848476890756303,0.00921743697478992,0.00147433973589436,63.6,0.6,126253,4.9,72331.0139416984,31.8,96332.3996620194,63.6,2.1,2.46,0.253798097401675,40.5,266560,25.4,372.429626667512,3.3412186588921284
17119,IL,2016,0.622292280197,0.624009370804,0.4791515767574,0.9185237166567388,0.0143613679202944,"Madison County, Illinois",0.87913861807126,0.0881400065472853,0.0119243374636419,0.00112507948931174,62.2,0.6,123906,4.3,73429.1979166667,71.8,180444.375,63.3,2.1,2.47,0.263703639962138,40.4,265759,24.7,371.310493523152,2.992108132666969
17119,IL,2018,0.525344669819,0.555454194546,NA,0.928565822109196,0.01158519355750212,"Madison County, Illinois",0.869235917583311,0.0865004669875709,0.00948343990229183,0.00252589228657534,64.7,0.5,129815,3.8,75133.0605336519,71.2,171090.003982477,66.7,2.4,2.38,0.259791383906604,40.1,264461,26.7,369.4969669047,3.1833506796116504
17119,IL,2022,0.473267883062,0.524182081223,0.4421737194061,0.8347092450226691,0.0062054011433077,"Madison County, Illinois",0.831670860746445,0.0678038686596125,0.00903495740229815,0.00320240730073068,62.4,0.4,128178,2.9,71985.7943286642,71.2,183198.667577725,44,1.5,35255,0.31513673198363,39.9,263864,24.6,368.66285643381,3.42883692838654
17143,IL,2010,0.168854013085,0.425943642855,0.5353965163231,0.9176595436785492,0.01122714774974675,"Peoria County, Illinois",0.756257011126557,0.181964564625814,0.0315118269989426,0.00179270145080001,64.6,0.5,84627,6.7,72712.8037597432,32.5,73517.4392480514,65.8,2.9,2.34,0.293724922981377,36.7,186311,19.6,300.894950667057,3.2989612703330757
17143,IL,2014,0,0,0.5016792416573,0.9113361235935074,0.02678412634424538,"Peoria County, Illinois",0.730902898264458,0.173223218146584,0.0347055023782958,0.00279736705833364,63.3,0.8,85404,5.4,69559.3747359527,34.6,65160.0950570342,62.1,2.1,2.43,0.32184770247054,36.8,187319,19.1,302.522885197344,3.3412186588921284
17161,IL,2010,0.435071647167,0.373374283314,0.5990533232689,0.9211566065377274,0.01652929251076549,"Rock Island County, Illinois",0.80026708786106,0.0994122711280734,0.0122358778988184,0.00151169017808117,63,1.4,68332,5.1,64897.1687299404,27.9,62902.883998166,63.2,2.3,2.37,0.218056457656757,40.4,147517,19.4,345.053643578478,3.2989612703330757
17161,IL,2012,0.60632455349,0.707882642746,0.6178039908409,0.917243482238146,0.01588656807440158,"Rock Island County, Illinois",0.824694656747391,0.094936150877883,0.018805482276189,0.00212943434357135,62.6,1.4,67405,5.3,68927.0034843206,30.5,58598.9111498258,61.8,2.2,2.33,0.202744599240813,40.3,147457,18.7,344.913298949623,3.4828696473551632
17163,IL,2010,0.37432295084,0.428084403276,0.5839042663574,0.9007882845740296,0.03858141759292852,"St. Clair County, Illinois",0.645905058446337,0.311897462826207,0.0101915915671606,0.00203757872043015,65.4,1,121253,6.4,67998.9087574507,34.7,97479.1380100871,65.6,1.2,2.57,0.24414523210275,37,270419,23.1,411.109122941005,3.2989612703330757
17163,IL,2012,0.537474751472,0.614650785923,0.593343436718,0.9097129334293652,0.03326816887882841,"St. Clair County, Illinois",0.651105788185585,0.302088834998401,0.0111471483087727,0.00117906106569267,62.5,0.5,116038,5.8,63701.3175087108,34.4,89817.4194250871,66.4,1.8,2.65,0.251434712157357,37.2,268858,24,408.735985916939,3.4828696473551632
17163,IL,2014,0,0,0.593343436718,0.8730438116482521,0.05799728137743543,"St. Clair County, Illinois",0.651272537058432,0.298322727289833,0.012508984717513,3.7256001414975e-4,59.8,0.8,113211,4.1,67002.982678496,35.8,85225.9125475285,65.8,2,2.62,0.252882562678488,37.7,265729,25.7,403.979069998744,3.3412186588921284
