STCOFIPS10,state,YEAR,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PARTISAN_INDEX_DEM,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
41043,OR,2014,0.501455545425,0.719991087914,0.4334202706814,0.8759243518912028,0.01143221419464513,"Linn County, Oregon",0.921989677938269,0.0026894332920004,0.0105315191527866,0.0210965514930125,57.4,4,48173,6.4,57702.1799746515,33.2,40740.1732150401,68.4,2.6,2.57,0.205189905561131,40.7,119356,23.9,52.1052174468003,3.5368260447035955
41047,OR,2010,0.50792658329,0.720927476883,0.4883925020695,0.8733028523684638,0.01667169525224159,"Marion County, Oregon",0.795138185867585,0.0109492053047176,0.0194118242559222,0.0136635705608423,62.6,6.8,130889,8.5,64269.89912884,38.7,101045.20174232,69.4,1.7,2.66,0.213147115432068,35.4,316096,21.4,267.64543506205,3.512363284275755
41047,OR,2012,0.604149341583,0.809712827206,0.4989159405231,0.8662667332355602,0.01622616781602022,"Marion County, Oregon",0.811016141381627,0.0105629951403972,0.0203853305623701,0.0155413535009454,63.7,5.4,131227,10.3,62217.8527874564,38.8,95836.2042682927,71.4,2.7,2.72,0.217553253404726,35.6,319985,22.5,270.938336892368,3.693196473551637
41047,OR,2014,0.480491787195,0.698513388634,0.4989159405231,0.8866125198675979,0.01974365330494757,"Marion County, Oregon",0.812121676734844,0.0118027659378737,0.0199748551102389,0.0131550703750268,60.3,6.4,138886,5.2,64600.718208703,40.6,90413.1030840727,67.7,2.9,2.77,0.226982429913616,36.3,326110,22.3,276.124509098771,3.5368260447035955
41047,OR,2016,0.64032304287,0.775132477283,0.419445514679,0.8928192119059699,0.01955690850668019,"Marion County, Oregon",0.789204200811142,0.0142901318997609,0.0206918493321757,0.0070707310981339,61.6,6.3,152702,3.2,74104.0625,59.3,293926.458333333,66.8,1.5,2.79,0.227003438483801,36.4,336316,25.2,284.766153758126,3.5442335302135395
41047,OR,2018,0.499744385481,0.655577480793,NA,0.8797805441478439,0.01556083162217659,"Marion County, Oregon",0.784667366260364,0.0152767046830495,0.0212357438564526,0.00864882318345884,61.7,5.4,158633,3.1,70566.4854639586,58.1,338422.54082039,68.3,3.8,2.81,0.231542640036068,36.8,346868,23.9,293.700764227017,3.8692660194174753
41047,OR,2022,0.516888022423,0.614824950695,0.4948475658894,0.8246149029430182,0.01494677520350657,"Marion County, Oregon",0.64785421527936,0.0130399794636908,0.0183759586735621,0.0193796996276352,61.6,6,162948,2.5,76311.6467372737,62.1,424634.09634438,45.6,1.3,41912,0.258950140884816,37.5,346703,24.1,293.561055098192,4.300427955133736
41051,OR,2010,0.540349304676,0.704189836979,0.7557390332222,0.7138462061945121,0.10891861160811755,"Multnomah County, Oregon",0.779377207271426,0.0604307889123488,0.0684115234814379,0.00862716187244377,68.4,0.9,359931,8.7,69277.9619440624,45.7,236470.545621275,54.4,1.7,2.38,0.379864220432979,35.8,737902,24.4,1710.77203017564,3.512363284275755
41051,OR,2012,0.695912599564,0.829468429089,0.7757118344307,0.7004759791323945,0.10365236248827328,"Multnomah County, Oregon",0.791019102911271,0.0568345854362692,0.0670472146417019,0.0077707650647476,68.6,0.7,383034,7,70952.8985191638,46.1,225459.242160279,54.6,2,2.43,0.408205746927407,36.4,759256,24.6,1760.27972351754,3.693196473551637
41051,OR,2014,0.525513350964,0.689743638039,0.7757118344307,0.6932997622045042,0.11107465761263496,"Multnomah County, Oregon",0.771046411024936,0.0513240428884838,0.0678784414300281,0.00896085035379909,68.7,0.7,403159,5.3,71297.2961554711,48,216710.031685678,54.7,2.1,2.42,0.415628272580468,36.8,776712,25.9,1800.75018783224,3.5368260447035955
41051,OR,2016,0.70241612196,0.805457890034,0.6601818799973,0.698411617454361,0.11558277483197994,"Multnomah County, Oregon",0.788115523790709,0.0567791078890576,0.0703355731551479,0.00707456931152362,68.9,0.9,432900,3.4,82070.0854166667,53,481840.208333333,54.3,2.1,2.44,0.452194347894403,36.8,799766,27.7,1854.1992073276,3.5442335302135395
41051,OR,2018,0.581660151482,0.725026726723,NA,0.6942837223169991,0.11004153991351268,"Multnomah County, Oregon",0.783838744642065,0.0560218258855989,0.079209981770705,0.00973789229935458,70.1,0.7,453165,2.8,89159.685384309,53.7,529677.618478694,53.2,1.8,2.4,0.457146072927271,37.6,811880,26.3,1882.28463381181,3.8692660194174753
41051,OR,2022,0.556222677231,0.650846779346,0.8193388581276,0.5949654870165443,0.05697837916803622,"Multnomah County, Oregon",0.678182026279017,0.0541842801317598,0.0745783773517985,0.0133218796025069,69.6,1.2,448015,3,85860.5415100786,52.5,572912.196788521,35.5,1.2,86430,0.47534085511089,38.8,795083,24.1,1843.34201298837,4.300427955133736
41067,OR,2010,0.550000727177,0.714095652103,0.5639197826385,0.8325625718209592,0.05686818576753832,"Washington County, Oregon",0.765163311668773,0.0172470211229464,0.0847230998375158,0.00898552687007282,70.7,1.6,255515,8.3,87225.0825309491,38.2,177463.943145346,67.5,2,2.64,0.390100916571279,35.3,531744,24.2,734.220702088997,3.512363284275755
41067,OR,2012,0.693796396255,0.826628744602,0.5837985277176,0.8496463609399955,0.05459350520952164,"Washington County, Oregon",0.76552389021166,0.0176255130808221,0.088432492440731,0.00821477088476314,69.2,1.2,267857,6.1,87021.7116724739,40.6,165324.81489547,66.7,2.1,2.66,0.401192476290025,35.9,547672,24.7,756.21374261766,3.693196473551637
41067,OR,2014,0.521278560162,0.685699522495,0.5837985277176,0.8384234405088405,0.06669414133162163,"Washington County, Oregon",0.771505404992558,0.018603973726372,0.0955083321787999,0.00781175066341266,68.1,1.4,279478,4.6,87873.9839459231,40.8,164862.042670046,68.5,2.3,2.65,0.396831547454299,36.3,562998,24.7,777.375554467377,3.5368260447035955
41067,OR,2016,0.717800140381,0.810519099236,0.5042313933372,0.8410431845856796,0.05867829199211523,"Washington County, Oregon",0.753311289528277,0.0186108284615609,0.100791209017483,0.00386424356402684,69.1,1.1,303993,3.1,99112.0541666667,61,473584.583333333,67.9,2.4,2.7,0.430297493664324,36.6,582779,25,804.688734697004,3.5442335302135395
41067,OR,2018,0.546021401882,0.714134395123,NA,0.8256215181170362,0.0560057059507669,"Washington County, Oregon",0.757372907586645,0.0245442909845322,0.105401584420147,0.00525184249491798,69.3,1.5,317538,2.7,104041.760254879,62.3,522413.181999204,66.2,1.5,2.62,0.449319319854102,36.9,597695,25.7,825.284427346774,3.8692660194174753
41067,OR,2022,0.551840126514,0.667639493942,0.6679348945618,0.6738362950393755,0.02621715862686233,"Washington County, Oregon",0.634948748367146,0.0244761536615926,0.115834355255792,0.0063664658366879,69.1,1,326423,2.3,106272.4188589,60.8,632008.541168432,50.6,1.7,63006,0.463316156268057,38.2,600176,23.6,828.71013889572,4.300427955133736
41071,OR,2010,0.539516627789,0.752749145031,0.4648121595383,0.8775768069822402,0.01607506376207969,"Yamhill County, Oregon",0.850670583855681,0.00614743789679146,0.0186636616997515,0.014488233341047,62.4,5,43739,6,72528.2278771206,33.2,32834.3191196699,73.8,3.5,2.74,0.203681398437259,37.3,99391,24.8,138.842852818983,3.512363284275755
41071,OR,2014,0.522943794727,0.734809160233,0.4787974059582,0.899941813103689,0.00970557430466658,"Yamhill County, Oregon",0.917539652901983,0.0139939857308516,0.0152715265630221,0.00773403565321646,58.6,6.7,43680,4.9,69430.4921841994,34.3,29725.3654414871,68.1,1.7,2.83,0.252094485386794,38.4,101758,27.2,142.149400017649,3.5368260447035955
42001,PA,2012,0.557928442955,0.719640791416,0.3793392777443,0.9168178284529672,0.00494348874758307,"Adams County, Pennsylvania",0.923631777063913,0.0112236652805424,0.00710470822411856,4.7299028399125e-4,66,4.5,51524,3.8,82372.700348432,22.4,40475.43771777,70.9,2.1,2.55,0.207986352070322,42.3,101482,27,195.659454507485,3.6337821158690167
42001,PA,2022,0.55604660511,0.644114792347,0.3572803735733,0.8552390802768717,0.00222770307900389,"Adams County, Pennsylvania",0.892951795297424,0.0071868486328954,0.0110820828656852,0.00228243749233686,59.9,2.7,51983,1.6,82441.5493679535,76.4,274959.173214896,55.4,1,16387,0.242629958730457,44.5,106027,27.7,204.422311178979,3.6459206212251942
42003,PA,2010,0.452633678913,0.490651756525,0.5801855325699,0.808635924364654,0.09500659852234664,"Allegheny County, Pennsylvania",0.816154686686559,0.128751380167917,0.0274652393830251,0.00118831333877636,63.5,0.3,589876,5.3,68502.166437414,33.4,498878.328748281,57.6,1.6,2.27,0.351749565347093,41.4,1223583,25.8,1675.96739025193,3.392507358636716
42003,PA,2012,0.650029838085,0.707076609135,0.5872052311897,0.8147059959269402,0.09371227676660158,"Allegheny County, Pennsylvania",0.811504240493664,0.130017944617347,0.0297534119989783,0.00137797741548703,64.4,0.5,608132,4.8,69699.5557491289,35.7,464425.820993031,57.7,1.6,2.26,0.36790898157414,41,1229338,26.4,1683.8501348887,3.6337821158690167
42003,PA,2014,0.372522562742,0.40477797389,0.5665712356567,0.8027705449424768,0.094219119483487,"Allegheny County, Pennsylvania",0.805422922140418,0.13044576468725,0.0335275795834332,0.00128161916093742,64.4,1,615719,4.2,69623.1516687791,35.3,456125.980143642,56.9,1.4,2.25,0.377349981359921,41,1231255,26.7,1686.47589013956,3.5123751214771626
42003,PA,2016,0.680792808533,0.708218753338,0.5678604245186,0.7951892551496815,0.09934416612513512,"Allegheny County, Pennsylvania",0.802192816018084,0.126377038678271,0.035322536550334,7.9568128680026e-4,65.2,0.7,628210,3.5,73566.7916666667,64.1,192762.291666667,55.9,1.4,2.25,0.415219165075726,40.6,1225365,26.9,1678.40823316118,3.22530395274875
42003,PA,2018,0.538159012794,0.579847812653,0.668673813343,0.7931817815136897,0.0947951791678095,"Allegheny County, Pennsylvania",0.797127831051203,0.129117109250098,0.0399318151227952,0.00120316598438018,65,0.5,631382,2.7,75022.8414974114,65.1,204531.461569096,55.8,1.8,2.18,0.424820980770646,40.5,1218452,26.8,1668.9393515497,3.4471642718446605
42003,PA,2022,0.567456066608,0.612416565418,0.6387994885445,0.6850915106427738,0.05121854819688016,"Allegheny County, Pennsylvania",0.763915433410663,0.117862271569581,0.0433317413377466,0.0023717761075789,64.6,0.4,638966,2.7,77395.7960368978,65.3,238211.991800478,41.1,0.9,180944,0.4482118939191,40.7,1233253,25.2,1689.21259279539,3.6459206212251942
42007,PA,2022,0.546478450298,0.649164557457,0.4623111188412,0.8292034843642289,0.00916212320611643,"Beaver County, Pennsylvania",0.874804589653362,0.0525661377258159,0.00434580539242019,0.00112266639304188,62.3,1.3,81790,3.1,72366.159890673,74,191901.947386402,48.8,0.9,26911,0.283023811863352,45,165677,26,381.118256223084,3.6459206212251942
42011,PA,2010,0.382085710764,0.477756589651,0.4930315613747,0.913121794296158,0.01399284774788575,"Berks County, Pennsylvania",0.842666019181741,0.0463906762170693,0.0126526648051475,0.00188903727085104,65.9,1.7,193364,6.7,74636.4305364512,28.7,159622.088491518,68.8,2.4,2.56,0.227665600328706,39.5,411850,24.4,480.863711885867,3.392507358636716
42011,PA,2012,0.572486281395,0.70300579071,0.5083355307579,0.8961834779739489,0.02012747927283392,"Berks County, Pennsylvania",0.858959445308362,0.051188538565531,0.0142228004962623,0.00350672686950865,65.9,2,195657,6.5,71258.3580139373,29.5,146200.037020906,68.3,2.9,2.65,0.221024140933216,39.7,413491,24.9,482.779694285295,3.6337821158690167
42011,PA,2014,0.334612190723,0.431459933519,0.4952281713486,0.9099248042851256,0.01501339101771734,"Berks County, Pennsylvania",0.81839343858097,0.0524836169991612,0.0148951753845261,0.00767722768926566,65.6,2.1,198117,5.7,74484.8141106886,29.9,142334.169835234,71.2,2.7,2.61,0.23145267494142,40.1,413691,24.1,483.013208288882,3.5123751214771626
42011,PA,2016,0.606617391109,0.718752861023,0.4621426463127,0.897119341563786,0.01409001368400475,"Berks County, Pennsylvania",0.828216155752485,0.0448468221748648,0.0132686614659171,0.0107952518249231,65,2,203458,3.8,77689.3625,71.2,229060.833333333,68.1,2.4,2.67,0.249962569780623,40.1,414812,25.4,484.322054278985,3.22530395274875
42011,PA,2018,0.436438441277,0.567951440811,0.5195773839951,0.887640011308137,0.01961864282859399,"Berks County, Pennsylvania",0.831042099049868,0.0506340562463109,0.0144828538243302,9.1395494963727e-4,65.5,2.3,209400,3.3,78360.7248108323,71.3,232962.962962963,68.8,2.2,2.59,0.251327377912711,40.2,420152,25.3,490.55687817475,3.4471642718446605
42011,PA,2022,0.468063503504,0.584681510925,0.4852313697338,0.8329696833194912,0.00994289521718117,"Berks County, Pennsylvania",0.696586587493524,0.045496679049086,0.0117830451458826,0.0117156736338103,65.3,2.9,217606,2.7,77437.7007174581,72.1,266685.685001708,48.2,1.2,54175,0.273073299032667,39.9,430449,25.3,502.57934664941,3.6459206212251942
42013,PA,2012,0.513705253601,0.598653078079,0.3662847280502,0.919738994445543,0.00751379626467257,"Blair County, Pennsylvania",0.96142258163482,0.0124920351476153,0.00786652087381314,9.4398250485757e-4,59.5,1,56844,4.6,56514.1158536585,29.6,48329.719076655,64,2.4,2.47,0.177760815391869,42.6,127121,19.2,241.766917995575,3.6337821158690167
42017,PA,2010,0.498464941978,0.533388972282,0.5160953402519,0.909037517475598,0.02730981123162269,"Bucks County, Pennsylvania",0.900280108462089,0.0355747339609127,0.0395909009516014,0.0017490790954671,70.2,0.3,318956,6.3,102380.492893168,20.9,259360.839064649,71.2,1.8,2.68,0.353309257092415,42,625472,28.4,1035.00138968733,3.392507358636716
42017,PA,2012,0.69272649288199994,0.737048685551,0.526057600975,0.8943700455822505,0.03177899359019692,"Bucks County, Pennsylvania",0.894508119728316,0.0376953782216176,0.0422260957207764,3.4287372837702e-4,68.1,0.3,317128,5.4,103378.177264808,22.2,246703.05966899,71.8,1,2.67,0.363695671940353,42.5,627053,28,1037.61755347579,3.6337821158690167
42017,PA,2014,0.420861721039,0.46132683754,0.5063410997391,0.8984917857851896,0.02984477367480643,"Bucks County, Pennsylvania",0.889196326703208,0.0412424104613961,0.0439886067162929,8.1699737507679e-4,68.2,0.6,327008,4.2,103527.234896493,25.2,231217.955217575,70.1,1.6,2.65,0.377095104695883,43.5,626685,28.7,1037.00860453578,3.5123751214771626
42017,PA,2016,0.734785318375,0.759185552597,0.4879075288773,0.8853989600255916,0.03550841450946201,"Bucks County, Pennsylvania",0.880285568782836,0.0354566338707437,0.0490438203126123,0.00145594102161721,65.9,0.3,325266,2.4,104749.466666667,76.5,422478.333333333,70.9,1.5,2.64,0.401337191941825,43.7,626399,30.4,1036.53534530523,3.22530395274875
42017,PA,2018,0.576075434685,0.649941504002,0.5712766051292,0.8854576604950725,0.03294360654355596,"Bucks County, Pennsylvania",0.870317337769323,0.0396310062958158,0.0504174659142464,5.4123321580082e-4,68,0.4,337276,2.7,110931.702508961,75.7,423967.542811629,71.4,1.9,2.58,0.418376310727113,44,628195,31,1039.50728089288,3.4471642718446605
42017,PA,2022,0.615363001823,0.658816874027,0.5437710881233,0.760095229916881,0.01895122724002025,"Bucks County, Pennsylvania",0.810001953324838,0.039153311195651803,0.0539520722296118,0.00178434673686234,66.5,0.5,343645,2.2,113247.936453707,77.8,459339.767680219,56.8,1,89874,0.437867947713426,44.5,645054,29.4,1067.40475420702,3.6459206212251942
42019,PA,2012,0.637529551983,0.732879757881,0.3619984686375,0.9017072558373086,0.0124620546413165,"Butler County, Pennsylvania",0.964756446991404,0.0117911012596637,0.00802832891820295,8.2175487916959e-4,64.2,1.2,90023,4.2,78330.4986933798,23,77333.3035714286,68.5,1.9,2.45,0.298444341380205,42.3,184970,26.3,234.556457487884,3.6337821158690167
42019,PA,2014,0.387889176607,0.476343661547,0.3332765698433,0.9195249060719912,0.00723879199215522,"Butler County, Pennsylvania",0.963149997579903,0.0109495920792931,0.0105085967205004,2.2049767939637e-4,64.4,1.3,92497,3.5,80760.1985635826,25.8,75289.9978876215,67,2.1,2.36,0.337994498548015,43,185943,26.6,235.790297749201,3.5123751214771626
42019,PA,2016,0.675716638565,0.759535312653,0.3166343271732,0.8957504271619908,0.00401256683018244,"Butler County, Pennsylvania",0.958126167398995,0.0124647438813575,0.0132621877793061,9.4729912709329e-4,62.5,1.3,92708,2.3,87045.7375,76.3,256710.625,66.5,2.5,2.4,0.363818369297698,43.3,186847,27.9,236.936640602469,3.22530395274875
42021,PA,2010,0.420897096395,0.565683841705,0.5247111916542,0.925062858457544,0.00834826050516836,"Cambria County, Pennsylvania",0.941643785976111,0.0364743759494906,0.00655758268407922,3.8328060321398e-4,57.8,2.1,62467,5,59439.2022008253,26.9,62261.1944062357,62.2,1.9,2.32,0.196831445886085,43.7,143498,22.8,208.466076727961,3.392507358636716
42021,PA,2012,0.536207020283,0.703166902065,0.5088972449303,0.9299802243572916,0.01009782817941583,"Cambria County, Pennsylvania",0.938630071194485,0.0295937394055826,0.00511357215504577,0.0018504915809696,55,1.5,58036,5.5,54748.4777874564,24.2,60426.1890243902,64,2.3,2.28,0.182883276125474,44.1,141584,23.2,205.68552180136,3.6337821158690167
42021,PA,2014,0.377141028643,0.504974126816,0.4662409722805,0.918947203181414,0.0122965831196693,"Cambria County, Pennsylvania",0.938569105218831,0.0343783579705515,0.00479191473295966,0.00132866726686609,56.2,1.8,58547,4.7,57431.1280101394,26.4,55766.2843261513,65.8,2.5,2.27,0.202511614696395,44.9,137732,24.7,200.089546055663,3.5123751214771626
42021,PA,2016,0.590007781982,0.739717662334,0.4118523299694,0.9336216451947014,0.00763178456562426,"Cambria County, Pennsylvania",0.93598402755099,0.0242407149006917,0.00382240299260755,9.6487842531841e-5,54.6,1.8,56254,4.2,57789.375,74.9,122392.916666667,63.7,2.1,2.27,0.221773353879472,45.1,134732,24.7,195.731309493593,3.22530395274875
